isoform	structural_category	filter_reason
PB.37957.1	genic	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.37962.3	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 75.0 > 59; all_canonical: non_canonical
PB.37963.6	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.37963.7	genic_intron	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.37965.1	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.37965.2	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59; all_canonical: non_canonical
PB.37966.1	novel_in_catalog	RTS_stage: True
PB.37967.1	incomplete-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.37968.1	genic	all_canonical: nan
PB.37970.1	genic_intron	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.37974.1	novel_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 95.0 > 59
PB.37974.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.37980.1	incomplete-splice_match	RTS_stage: True
PB.37982.1	incomplete-splice_match	all_canonical: nan
PB.37984.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.37989.1	genic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.37993.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.37994.2	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.37996.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.45356.1	incomplete-splice_match	min_cov: 2.0 < 3; perc_A_downstream_TTS: 95.0 > 59
PB.45357.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45360.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45361.1	incomplete-splice_match	all_canonical: nan
PB.45362.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45363.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45364.1	incomplete-splice_match	all_canonical: nan
PB.45366.1	incomplete-splice_match	all_canonical: nan
PB.45370.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45371.1	intergenic	all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.45374.1	incomplete-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.45375.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45380.1	antisense	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45383.1	antisense	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45387.1	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3
PB.45389.2	novel_in_catalog	RTS_stage: True
PB.45390.2	incomplete-splice_match	perc_A_downstream_TTS: 80.0 > 59
PB.45391.1	genic_intron	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45394.1	full-splice_match	perc_A_downstream_TTS: 80.0 > 59
PB.45395.1	incomplete-splice_match	RTS_stage: True
PB.45396.1	incomplete-splice_match	all_canonical: nan
PB.45398.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.45400.3	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.45403.1	genic	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.45404.1	incomplete-splice_match	all_canonical: nan
PB.45406.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45408.1	novel_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 65.0 > 59
PB.45409.1	genic	all_canonical: nan
PB.45410.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.45411.1	incomplete-splice_match	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45412.1	incomplete-splice_match	all_canonical: nan
PB.45413.1	incomplete-splice_match	all_canonical: nan
PB.45414.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.45415.2	novel_not_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.45417.2	novel_in_catalog	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45419.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45419.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45424.1	genic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45425.1	incomplete-splice_match	all_canonical: nan
PB.45432.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45433.2	genic	all_canonical: nan
PB.45434.1	incomplete-splice_match	all_canonical: nan
PB.45435.1	genic_intron	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45436.1	incomplete-splice_match	perc_A_downstream_TTS: 75.0 > 59; min_cov: 1.0 < 3
PB.45438.1	full-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.45442.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45447.1	incomplete-splice_match	RTS_stage: True; perc_A_downstream_TTS: 80.0 > 59
PB.45447.2	novel_in_catalog	RTS_stage: True; perc_A_downstream_TTS: 80.0 > 59; min_cov: 1.0 < 3
PB.45447.3	incomplete-splice_match	RTS_stage: True
PB.45449.1	genic	all_canonical: nan
PB.45452.1	incomplete-splice_match	RTS_stage: True
PB.45453.1	genic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45456.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.45456.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.45459.1	incomplete-splice_match	all_canonical: nan
PB.45464.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.45470.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.45470.2	incomplete-splice_match	all_canonical: nan
PB.45470.3	incomplete-splice_match	RTS_stage: True; perc_A_downstream_TTS: 85.0 > 59
PB.45471.3	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.45475.1	incomplete-splice_match	all_canonical: nan
PB.45477.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45478.1	incomplete-splice_match	all_canonical: nan
PB.45479.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.45483.1	incomplete-splice_match	min_cov: 2.0 < 3; perc_A_downstream_TTS: 85.0 > 59
PB.45485.1	incomplete-splice_match	RTS_stage: True; min_cov: 1.0 < 3
PB.45486.1	incomplete-splice_match	perc_A_downstream_TTS: 95.0 > 59; min_cov: 1.0 < 3
PB.45486.2	novel_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.45487.1	full-splice_match	perc_A_downstream_TTS: 60.0 > 59
PB.45487.2	novel_not_in_catalog	perc_A_downstream_TTS: 60.0 > 59; min_cov: 0.0 < 3
PB.45488.1	incomplete-splice_match	all_canonical: nan
PB.45491.1	incomplete-splice_match	all_canonical: nan
PB.45492.1	incomplete-splice_match	all_canonical: nan
PB.45495.1	incomplete-splice_match	all_canonical: nan
PB.45497.1	genic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.45498.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.45501.1	incomplete-splice_match	all_canonical: nan; perc_A_downstream_TTS: 75.0 > 59
PB.45502.1	genic	min_cov: 0.0 < 3; all_canonical: non_canonical; perc_A_downstream_TTS: 85.0 > 59
PB.45503.1	incomplete-splice_match	all_canonical: nan
PB.45504.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45504.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45504.5	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45504.6	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.45504.7	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.45504.8	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.45504.9	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.45504.10	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 75.0 > 59; all_canonical: non_canonical
PB.45507.1	intergenic	all_canonical: nan
PB.45508.2	incomplete-splice_match	perc_A_downstream_TTS: 95.0 > 59
PB.45509.1	incomplete-splice_match	all_canonical: nan
PB.45510.3	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.45514.1	genic	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.45517.1	incomplete-splice_match	all_canonical: nan
PB.45518.1	intergenic	all_canonical: nan
PB.45519.1	incomplete-splice_match	all_canonical: nan
PB.45523.1	incomplete-splice_match	all_canonical: nan
PB.45524.1	novel_in_catalog	all_canonical: nan
PB.45531.2	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59
PB.45532.1	intergenic	all_canonical: nan
PB.45533.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.52878.1	intergenic	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.52879.1	intergenic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.52884.2	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.52890.1	intergenic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.52892.1	incomplete-splice_match	RTS_stage: True
PB.52897.2	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.52899.1	genic	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.52905.1	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 80.0 > 59
PB.52911.1	novel_in_catalog	RTS_stage: True
PB.52912.1	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3
PB.52913.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.52915.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.52917.1	novel_not_in_catalog	RTS_stage: True
PB.52917.3	novel_in_catalog	RTS_stage: True
PB.52917.5	novel_not_in_catalog	RTS_stage: True
PB.52924.1	full-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.52928.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.52928.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.52929.1	incomplete-splice_match	perc_A_downstream_TTS: 70.0 > 59
PB.52937.1	incomplete-splice_match	RTS_stage: True
PB.52945.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59; min_cov: 2.0 < 3
PB.52950.1	genic	all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.52952.1	incomplete-splice_match	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.52954.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.52955.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.52956.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.52962.1	incomplete-splice_match	perc_A_downstream_TTS: 100.0 > 59
PB.52968.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.52969.1	incomplete-splice_match	RTS_stage: True
PB.52972.1	novel_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.52972.2	incomplete-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.52972.3	novel_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.52975.3	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.52976.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.52976.3	novel_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.52976.4	incomplete-splice_match	RTS_stage: True
PB.52977.1	genic	all_canonical: nan
PB.52982.1	incomplete-splice_match	all_canonical: nan
PB.52983.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.52983.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.52984.1	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3
PB.52989.1	novel_in_catalog	RTS_stage: True
PB.52989.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.52989.3	incomplete-splice_match	RTS_stage: True; min_cov: 1.0 < 3
PB.52996.1	incomplete-splice_match	perc_A_downstream_TTS: 70.0 > 59
PB.53011.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.53013.1	incomplete-splice_match	RTS_stage: True; min_cov: 1.0 < 3
PB.53014.1	incomplete-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.53015.1	novel_in_catalog	perc_A_downstream_TTS: 60.0 > 59; min_cov: 0.0 < 3
PB.53015.2	novel_in_catalog	perc_A_downstream_TTS: 60.0 > 59; min_cov: 2.0 < 3
PB.53015.3	novel_not_in_catalog	perc_A_downstream_TTS: 60.0 > 59; min_cov: 0.0 < 3
PB.53024.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.53025.1	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.53028.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.53031.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.53035.2	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.53037.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.53037.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.53042.1	intergenic	all_canonical: nan
PB.53046.2	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.53052.1	incomplete-splice_match	perc_A_downstream_TTS: 100.0 > 59
PB.53054.1	incomplete-splice_match	RTS_stage: True; perc_A_downstream_TTS: 85.0 > 59
PB.53057.1	antisense	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.53060.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.53061.1	novel_in_catalog	RTS_stage: True; min_cov: 1.0 < 3
PB.53062.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.53063.4	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.53067.1	incomplete-splice_match	RTS_stage: True
PB.53068.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.53070.1	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.60584.1	incomplete-splice_match	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.60587.1	full-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.60588.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60591.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3
PB.60592.2	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 75.0 > 59
PB.60607.2	novel_in_catalog	RTS_stage: True
PB.60609.1	novel_not_in_catalog	RTS_stage: True
PB.60609.2	novel_in_catalog	RTS_stage: True
PB.60609.4	novel_in_catalog	RTS_stage: True
PB.60611.1	genic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.60616.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.60617.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.60623.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.60627.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59; min_cov: 1.0 < 3
PB.60631.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.60632.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.60632.3	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.60643.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60644.1	incomplete-splice_match	RTS_stage: True; perc_A_downstream_TTS: 85.0 > 59
PB.60645.1	incomplete-splice_match	all_canonical: nan
PB.60649.3	incomplete-splice_match	perc_A_downstream_TTS: 65.0 > 59
PB.60654.1	genic	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.60656.1	incomplete-splice_match	RTS_stage: True
PB.60658.1	incomplete-splice_match	all_canonical: nan
PB.60659.1	incomplete-splice_match	RTS_stage: True
PB.60662.3	novel_in_catalog	RTS_stage: True; perc_A_downstream_TTS: 80.0 > 59
PB.60665.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60665.2	novel_in_catalog	RTS_stage: True; min_cov: 1.0 < 3; perc_A_downstream_TTS: 85.0 > 59
PB.60670.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60674.1	genic	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60674.2	genic	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60674.3	genic	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60675.1	novel_in_catalog	min_cov: 2.0 < 3; RTS_stage: True
PB.60677.1	incomplete-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.60681.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.60681.3	incomplete-splice_match	RTS_stage: True; perc_A_downstream_TTS: 95.0 > 59
PB.60681.4	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True; perc_A_downstream_TTS: 95.0 > 59
PB.60686.1	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.60702.1	full-splice_match	perc_A_downstream_TTS: 60.0 > 59
PB.60706.1	incomplete-splice_match	perc_A_downstream_TTS: 80.0 > 59
PB.60707.2	genic	all_canonical: nan
PB.60716.1	incomplete-splice_match	all_canonical: nan
PB.60721.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60721.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60721.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60721.5	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.60721.6	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 75.0 > 59; all_canonical: non_canonical
PB.60721.7	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 75.0 > 59; all_canonical: non_canonical
PB.60739.1	incomplete-splice_match	RTS_stage: True
PB.60742.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.60742.2	incomplete-splice_match	RTS_stage: True
PB.60742.3	genic_intron	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.60743.1	intergenic	all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.60748.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.60748.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68181.1	antisense	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.68182.1	fusion	min_cov: 0.0 < 3; RTS_stage: True
PB.68182.2	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.68184.2	incomplete-splice_match	min_cov: 2.0 < 3; perc_A_downstream_TTS: 75.0 > 59
PB.68185.3	incomplete-splice_match	perc_A_downstream_TTS: 70.0 > 59
PB.68187.1	novel_not_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3
PB.68191.2	novel_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 75.0 > 59
PB.68191.3	incomplete-splice_match	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.68203.2	incomplete-splice_match	RTS_stage: True
PB.68205.1	genic	all_canonical: nan
PB.68206.1	full-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.68207.1	intergenic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.68218.1	incomplete-splice_match	RTS_stage: True
PB.68221.1	incomplete-splice_match	all_canonical: nan
PB.68224.1	novel_in_catalog	min_cov: 1.0 < 3; perc_A_downstream_TTS: 70.0 > 59
PB.68231.1	incomplete-splice_match	RTS_stage: True
PB.68236.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.68236.2	incomplete-splice_match	RTS_stage: True
PB.68236.3	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.68236.4	novel_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 2.0 < 3
PB.68240.1	genic	all_canonical: nan
PB.68241.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68254.1	genic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.68256.1	incomplete-splice_match	all_canonical: nan; perc_A_downstream_TTS: 75.0 > 59
PB.68258.1	incomplete-splice_match	min_cov: 0.0 < 3; perc_A_downstream_TTS: 70.0 > 59
PB.68259.1	incomplete-splice_match	perc_A_downstream_TTS: 70.0 > 59
PB.68261.1	full-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.68264.1	incomplete-splice_match	RTS_stage: True
PB.68266.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.68267.1	novel_not_in_catalog	min_cov: 2.0 < 3; perc_A_downstream_TTS: 80.0 > 59
PB.68270.1	novel_in_catalog	RTS_stage: True; perc_A_downstream_TTS: 80.0 > 59
PB.68270.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True; perc_A_downstream_TTS: 80.0 > 59
PB.68270.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; perc_A_downstream_TTS: 80.0 > 59
PB.68270.4	full-splice_match	perc_A_downstream_TTS: 80.0 > 59
PB.68270.5	novel_in_catalog	RTS_stage: True; perc_A_downstream_TTS: 80.0 > 59; min_cov: 1.0 < 3
PB.68270.6	novel_in_catalog	RTS_stage: True; perc_A_downstream_TTS: 80.0 > 59
PB.68276.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68280.2	novel_not_in_catalog	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3
PB.68283.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59; RTS_stage: True
PB.68285.1	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.68286.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68287.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68288.1	genic_intron	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.68293.3	full-splice_match	perc_A_downstream_TTS: 100.0 > 59
PB.68293.4	fusion	min_cov: 0.0 < 3; perc_A_downstream_TTS: 100.0 > 59
PB.68296.1	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.68304.1	incomplete-splice_match	all_canonical: nan
PB.68307.1	novel_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.68309.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68310.1	genic_intron	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.68320.1	full-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.68328.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68328.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68331.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68331.3	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68331.4	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.68331.5	incomplete-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.68336.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.68338.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.68340.1	incomplete-splice_match	perc_A_downstream_TTS: 70.0 > 59
PB.68345.1	genic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.68352.2	novel_not_in_catalog	min_cov: 0.0 < 3; RTS_stage: True
PB.68353.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; perc_A_downstream_TTS: 70.0 > 59
PB.68359.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.68360.2	incomplete-splice_match	RTS_stage: True
PB.75664.1	fusion	min_cov: 0.0 < 3; RTS_stage: True
PB.75666.1	genic	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.75667.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.75668.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.75670.1	novel_in_catalog	all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.75674.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.75675.1	incomplete-splice_match	perc_A_downstream_TTS: 95.0 > 59
PB.75676.2	genic	all_canonical: nan
PB.75680.1	incomplete-splice_match	perc_A_downstream_TTS: 90.0 > 59; min_cov: 0.0 < 3
PB.75692.2	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.75693.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.75694.1	antisense	all_canonical: nan
PB.75695.1	novel_in_catalog	RTS_stage: True
PB.75695.2	novel_not_in_catalog	RTS_stage: True
PB.75697.1	genic	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.75700.1	genic_intron	perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.75701.1	novel_not_in_catalog	min_cov: 0.0 < 3; perc_A_downstream_TTS: 80.0 > 59
PB.75708.1	incomplete-splice_match	min_cov: 2.0 < 3; perc_A_downstream_TTS: 95.0 > 59
PB.75709.1	incomplete-splice_match	all_canonical: nan
PB.75710.1	incomplete-splice_match	min_cov: 2.0 < 3; RTS_stage: True; perc_A_downstream_TTS: 80.0 > 59
PB.75710.2	novel_in_catalog	perc_A_downstream_TTS: 80.0 > 59; min_cov: 1.0 < 3
PB.75712.1	intergenic	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
PB.75714.1	novel_not_in_catalog	perc_A_downstream_TTS: 60.0 > 59; min_cov: 0.0 < 3; all_canonical: non_canonical; RTS_stage: True
PB.75714.2	incomplete-splice_match	perc_A_downstream_TTS: 95.0 > 59
PB.75718.1	genic	perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.75720.1	novel_not_in_catalog	min_cov: 0.0 < 3; all_canonical: non_canonical
PB.75729.1	genic_intron	all_canonical: nan; perc_A_downstream_TTS: 85.0 > 59
