rescue_candidate	mapping_hit	sam_flag	hit_POS_MLprob	candidate_structural_category	rescue_result	exclusion_reason	best_match_for_candidate	best_match_id
PB.150495.1	PB.157402.1	0	0.99	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.157402.1
PB.150495.1	ENST00000328879.9	256	0.94	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.157402.1
PB.150495.1	PB.22995.1	256	0.766	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.157402.1
PB.52905.1	PB.157402.1	0	0.99	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.157402.1
PB.52905.1	ENST00000328879.9	256	0.94	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.157402.1
PB.130835.1	PB.124756.1	0	0.782	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4,PB.130835.4
PB.130835.1	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4,PB.130835.4
PB.130835.1	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124756.4,PB.130835.4
PB.130835.1	PB.124756.2	256	0.706	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4,PB.130835.4
PB.130835.1	PB.130835.8	256	0.926	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4,PB.130835.4
PB.130835.1	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4,PB.130835.4
PB.130835.2	PB.130835.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.130835.2	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.130835.2	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.130835.2	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4
PB.130835.2	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.130835.2	PB.130835.8	256	0.926	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.2	PB.130835.4	0	0.982	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.137307.2	ENST00000292733.11	256	0.946	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.2	PB.124756.4	256	0.982	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.137307.2	ENST00000263205.11	256	0.946	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4
PB.137307.2	PB.130835.6	256	0.8	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.2	PB.130835.8	256	0.926	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.1	PB.124756.4	0	0.982	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.137307.1	ENST00000263205.11	256	0.946	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124756.4
PB.137307.1	PB.124756.1	256	0.782	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.1	PB.130835.8	256	0.926	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.1	PB.137307.3	256	0.502	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.1	PB.124756.2	256	0.706	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.3	PB.124756.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.130835.3	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124756.4
PB.130835.3	PB.124756.1	256	0.782	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.3	PB.124756.2	256	0.706	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.3	PB.130835.8	256	0.926	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.3	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.137307.4	PB.130835.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.137307.4	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.4	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.4	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.137307.4	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4
PB.137307.4	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.5	PB.130835.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.137307.5	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.5	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.5	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.137307.5	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4
PB.137307.5	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.143814.1	PB.130835.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.143814.1	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.143814.1	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.143814.1	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4
PB.143814.1	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.143814.1	PB.130835.8	256	0.926	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.6	PB.130835.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.137307.6	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.6	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.137307.6	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.137307.6	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4
PB.137307.6	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.150496.1	PB.137307.3	0	0.502	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.150496.1	PB.143814.3	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.150496.1	PB.124756.5	256	0.896	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.150496.1	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4
PB.150496.1	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.150496.1	PB.143814.6	256	0.768	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.130835.5	PB.124756.2	0	0.706	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4,PB.124756.4
PB.130835.5	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4,PB.124756.4
PB.130835.5	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4,PB.124756.4
PB.130835.5	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4,PB.124756.4
PB.130835.5	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4,PB.124756.4
PB.130835.5	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4,PB.124756.4
PB.130835.7	PB.124756.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.130835.7	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124756.4
PB.130835.7	PB.124756.1	256	0.782	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.7	PB.124756.2	256	0.706	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.7	PB.130835.8	256	0.926	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.7	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.143814.2	PB.130835.4	0	0.982	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.143814.2	ENST00000292733.11	256	0.946	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.143814.2	PB.130835.6	256	0.8	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.143814.2	PB.124756.4	256	0.982	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4
PB.143814.2	ENST00000263205.11	256	0.946	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4
PB.143814.2	ENST00000406969.5	256	0.904	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4
PB.164527.1	PB.130835.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4
PB.164527.1	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.164527.1	PB.137307.3	256	0.502	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.164527.1	PB.143814.3	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.164527.1	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.164527.1	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4
PB.157403.1	ENST00000292733.11	0	0.946	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4,PB.124756.4
PB.157403.1	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4,PB.124756.4
PB.157403.1	PB.137307.3	256	0.502	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4,PB.124756.4
PB.157403.1	PB.143814.3	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4,PB.124756.4
PB.157403.1	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4,PB.124756.4
PB.157403.1	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4,PB.124756.4
PB.130835.9	PB.124756.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.130835.9	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124756.4
PB.130835.9	PB.124756.1	256	0.782	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.9	PB.124756.2	256	0.706	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.9	PB.130835.8	256	0.926	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.9	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.137307.7	PB.124756.4	0	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.137307.7	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124756.4
PB.137307.7	PB.124756.1	256	0.782	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.7	PB.124756.2	256	0.706	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.7	PB.130835.8	256	0.926	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.7	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.157403.2	ENST00000292733.11	0	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.157403.2	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.157403.2	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.157403.2	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.157403.2	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4,PB.124756.4
PB.157403.2	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.22996.1	PB.124756.1	0	0.782	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000263205.11
PB.22996.1	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000263205.11
PB.22996.1	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000263205.11
PB.22996.1	PB.22996.2	256	0.806	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000263205.11
PB.22996.1	PB.143814.6	256	0.768	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000263205.11
PB.22996.1	PB.143814.3	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000263205.11
PB.137307.8	PB.137307.3	0	0.502	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.8	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.8	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.8	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.8	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.8	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.9	ENST00000263205.11	0	0.946	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124756.4
PB.137307.9	PB.124756.4	256	0.982	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4
PB.137307.9	PB.124756.1	256	0.782	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.9	PB.130835.8	256	0.926	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.9	PB.124756.2	256	0.706	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.137307.9	ENST00000292733.11	256	0.946	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4
PB.130835.10	ENST00000292733.11	0	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.10	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.10	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.10	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.10	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.10	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.10	ENST00000292733.11	0	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.10	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.10	PB.130835.6	256	0.8	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.10	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.10	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.10	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.143814.4	PB.137307.3	0	0.502	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.143814.4	PB.143814.3	256	0.828	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.143814.4	PB.130835.4	256	0.982	novel_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4
PB.143814.4	ENST00000406969.5	256	0.904	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.143814.4	ENST00000292733.11	256	0.946	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.143814.4	PB.130835.6	256	0.8	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.157403.3	PB.137307.3	0	0.502	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.157403.3	PB.130835.4	256	0.982	novel_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4
PB.157403.3	ENST00000406969.5	256	0.904	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.157403.3	PB.143814.3	256	0.828	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.157403.3	ENST00000292733.11	256	0.946	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.157403.3	PB.130835.6	256	0.8	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.130835.11	PB.124756.2	0	0.706	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.11	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.11	ENST00000292733.11	256	0.946	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.11	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.11	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.130835.4,PB.124756.4
PB.130835.11	ENST00000263205.11	256	0.946	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.130835.4,PB.124756.4
PB.137307.11	PB.130835.6	0	0.8	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4,PB.130835.4
PB.137307.11	PB.124756.1	256	0.782	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4,PB.130835.4
PB.137307.11	PB.124756.4	256	0.982	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4,PB.130835.4
PB.137307.11	ENST00000292733.11	256	0.946	novel_in_catalog	not_rescued	ML_probability	reference_transcript	PB.124756.4,PB.130835.4
PB.137307.11	ENST00000263205.11	256	0.946	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124756.4,PB.130835.4
PB.137307.11	PB.130835.4	256	0.982	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124756.4,PB.130835.4
PB.150496.2	ENST00000292733.11	0	0.946	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124756.4,PB.130835.4
PB.150496.2	PB.124756.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124756.4,PB.130835.4
PB.150496.2	PB.130835.4	256	0.982	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.124756.4,PB.130835.4
PB.150496.2	PB.124756.5	256	0.896	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124756.4,PB.130835.4
PB.150496.2	PB.143814.6	256	0.768	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124756.4,PB.130835.4
PB.150496.2	ENST00000406969.5	256	0.904	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.124756.4,PB.130835.4
PB.143814.8	PB.130835.6	0	0.8	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.143814.8	PB.124756.1	256	0.782	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.143814.8	PB.130835.4	256	0.982	novel_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130835.4
PB.143814.8	ENST00000292733.11	256	0.946	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.143814.8	PB.124756.5	256	0.896	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.143814.8	PB.143814.6	256	0.768	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.130835.4
PB.96090.1	PB.96090.2	0	0.602	novel_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000419950.5
PB.96090.1	ENST00000452055.5	256	0.538	novel_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000419950.5
PB.96090.1	ENST00000450925.6	256	0.472	novel_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000419950.5
PB.96090.1	PB.103704.1	256	0.75	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000419950.5
PB.96090.1	ENST00000419950.5	256	0.792	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000419950.5
PB.96090.1	ENST00000637163.1	256	0.504	novel_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000419950.5
PB.130836.3	PB.88768.1	0	0.744	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.3810.4
PB.130836.3	PB.8646.1	256	0.722	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.3810.4
PB.130836.3	PB.124757.1	256	0.748	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.3810.4
PB.130836.3	PB.3810.4	256	0.956	novel_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.3810.4
PB.130836.3	ENST00000255882.11	256	0.914	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.3810.4
PB.130836.3	PB.3810.5	256	0.732	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.3810.4
PB.83121.2	ENST00000215730.12	0	0.94	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.83121.1
PB.83121.2	PB.83121.1	256	0.976	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.83121.1
PB.96093.1	ENST00000215730.12	0	0.94	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.83121.1
PB.96093.1	PB.83121.1	256	0.976	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.83121.1
PB.96093.2	PB.83121.1	0	0.976	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.83121.1
PB.96093.2	ENST00000215730.12	256	0.94	novel_not_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.83121.1
PB.96093.3	ENST00000215730.12	0	0.94	novel_in_catalog	not_rescued	ML_probability	long_read_transcript	PB.83121.1
PB.96093.3	PB.83121.1	256	0.976	novel_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.83121.1
PB.3811.2	ENST00000354336.8	0	0.904	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000354336.8
PB.130837.1	ENST00000354336.8	0	0.904	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000354336.8
PB.37850.1	ENST00000354336.8	0	0.904	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.164530.1
PB.37850.1	PB.164530.1	256	0.98	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.164530.1
PB.37850.1	PB.111573.1	2048	NA	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.164530.1
PB.37850.1	ENST00000354336.8	256	0.904	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.164530.1
PB.37850.1	PB.88770.1	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	PB.164530.1
PB.3811.3	ENST00000354336.8	0	0.904	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000354336.8
PB.3811.3	PB.88770.1	256	0.828	novel_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000354336.8
PB.103707.1	PB.88770.1	0	0.828	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000354336.8,ENST00000354336.8
PB.103707.1	ENST00000354336.8	256	0.904	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000354336.8,ENST00000354336.8
PB.103707.1	PB.111573.1	256	NA	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000354336.8,ENST00000354336.8
PB.103707.1	ENST00000354336.8	2048	0.904	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000354336.8,ENST00000354336.8
PB.103707.1	PB.88770.1	256	0.828	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000354336.8,ENST00000354336.8
PB.111574.1	ENST00000444039.1	0	0.96	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000444039.1
PB.15691.1	ENST00000399163.6	0	0.768	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000399163.6
PB.15691.1	ENST00000399167.6	256	0.748	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000399163.6
PB.15691.1	ENST00000405089.5	256	0.768	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000399163.6
PB.15691.1	ENST00000440238.4	256	0.756	novel_not_in_catalog	not_rescued	ML_probability	reference_transcript	ENST00000399163.6
