/home/pabloati/miniforge3/envs/sqanti3/bin/psauron -i /home/pabloati/Programs/sqanti3/example/SQANTI3_QC_output/TD2/longest_orfs.cds -o /home/pabloati/Programs/sqanti3/example/SQANTI3_QC_output/TD2/psauron_score.csv -m 0 --inframe 0.5 -s
psauron score: 56.8
description,psauron_is_protein,in-frame_score
PB.60609.1.p1,False,0.04444
PB.60609.1.p2,True,0.91288
PB.60609.1.p3,True,0.81604
PB.60609.1.p4,True,0.68429
PB.103711.1.p1,True,0.90334
PB.103711.1.p2,True,0.91288
PB.83129.1.p1,True,0.91288
PB.60609.2.p1,True,0.65186
PB.60609.2.p2,True,0.50664
PB.60609.2.p3,True,0.91288
PB.75695.1.p1,True,0.91288
PB.75695.1.p2,True,0.66635
PB.75695.1.p3,True,0.50664
PB.96102.1.p1,True,0.71516
PB.96102.1.p2,True,0.91288
PB.83129.3.p1,False,0.4258
PB.83129.3.p2,True,0.91288
PB.83129.3.p3,False,0.04018
PB.75695.2.p1,True,0.91288
PB.75695.2.p2,True,0.52774
PB.60609.4.p1,True,0.77248
PB.60609.4.p2,True,0.72096
PB.60609.4.p3,True,0.91288
PB.60609.4.p4,False,0.00226
PB.52917.1.p1,True,0.91288
PB.52917.1.p2,True,0.83169
PB.52917.1.p3,True,0.68429
PB.52917.1.p4,False,0.00226
PB.52917.1.p5,False,0.03608
PB.52917.5.p1,True,0.91288
PB.52917.5.p2,True,0.83169
PB.52917.5.p3,True,0.68429
PB.52917.5.p4,False,0.00226
PB.68214.2.p1,False,0.38987
PB.68214.4.p1,True,0.64231
PB.68214.4.p2,True,0.58428
PB.75695.3.p1,True,0.91288
PB.52917.3.p1,True,0.66635
PB.52917.3.p2,True,0.50664
PB.52917.3.p3,False,0.04444
PB.52917.3.p4,True,0.91288
PB.75695.4.p1,True,0.91288
PB.83129.2.p1,True,0.88559
PB.83129.2.p2,True,0.8337
PB.83129.2.p3,True,0.91288
PB.75695.5.p1,True,0.91288
PB.45389.2.p1,True,0.91288
PB.45389.2.p2,True,0.65526
PB.45389.2.p3,True,0.50664
PB.45389.2.p4,False,0.00226
PB.52918.1.p1,False,0.03922
PB.52918.1.p2,False,0.00341
PB.52918.1.p3,True,0.85118
PB.52918.1.p4,True,0.79959
PB.96103.1.p1,True,0.60123
PB.96103.1.p2,True,0.53238
PB.96103.1.p3,False,0.00341
PB.96103.1.p4,False,0.06168
PB.37856.1.p1,False,0.00341
PB.37856.1.p2,False,0.09449
PB.37856.1.p3,False,0.08759
PB.37856.1.p4,True,0.59517
PB.37856.1.p5,True,0.63773
PB.83130.1.p1,True,0.83597
PB.83130.1.p2,True,0.79959
PB.83130.1.p3,False,0.00341
PB.103712.1.p1,False,0.1448
PB.103712.1.p2,False,0.00341
PB.37857.1.p1,False,0.00896
PB.37857.1.p2,False,0.02082
PB.37857.1.p3,False,0.05614
PB.37857.1.p4,False,0.40034
PB.83131.1.p1,False,0.01455
PB.83131.1.p2,False,0.06653
PB.83131.1.p3,True,0.97796
PB.150505.1.p1,True,0.99828
PB.150505.1.p2,False,0.00284
PB.143822.1.p1,True,0.99746
PB.88774.1.p1,True,0.99985
PB.88774.1.p2,False,0.0093
PB.88774.1.p3,False,0.00404
PB.45390.1.p1,True,0.99828
PB.45390.1.p2,False,0.00289
PB.157414.1.p1,True,0.99786
PB.157414.1.p2,False,0.00308
PB.124765.1.p1,True,0.99828
PB.124765.1.p2,False,0.00308
PB.8652.2.p1,True,0.99746
PB.143822.2.p1,True,0.99985
PB.143822.2.p2,False,0.0093
PB.143822.2.p3,False,0.00404
PB.150505.2.p1,True,0.99828
PB.150505.2.p2,False,0.00637
PB.150505.3.p1,True,0.99547
PB.150505.3.p2,True,0.99907
PB.150505.3.p3,False,0.00504
PB.143822.3.p1,True,0.99777
PB.143822.3.p2,True,0.99746
PB.88774.3.p1,False,0.00504
PB.88774.3.p2,True,0.99831
PB.45390.2.p1,True,0.99929
PB.45390.2.p2,False,0.00719
PB.143822.5.p1,True,0.99831
PB.143822.5.p2,False,0.01077
PB.124765.2.p1,True,0.99828
PB.124765.2.p2,False,0.01077
PB.150505.4.p1,True,0.99952
PB.150505.4.p2,False,0.0093
PB.150505.4.p3,False,0.01936
PB.150505.4.p4,False,0.00404
PB.88774.5.p1,True,0.99798
PB.88774.5.p2,True,0.99746
PB.150505.5.p1,True,0.99746
PB.45391.1.p1,False,0.04108
PB.124765.3.p1,True,0.99778
PB.124765.3.p2,True,0.99746
PB.130841.1.p1,True,0.99575
PB.130841.1.p2,True,0.99547
PB.137313.3.p1,False,0.00413
PB.137313.3.p2,True,0.99491
PB.137313.3.p3,True,0.99961
PB.75697.1.p1,False,0.03813
PB.157415.1.p1,False,0.11416
PB.8653.1.p1,True,0.97345
PB.8653.1.p2,False,0.32084
PB.8653.1.p3,False,0.11416
PB.3813.1.p1,True,0.98977
PB.3813.1.p2,True,0.98758
PB.8654.1.p1,True,0.99616
PB.8654.1.p2,True,0.99983
PB.23007.1.p1,True,0.99975
PB.23007.1.p2,True,0.99983
PB.157416.2.p1,True,0.98395
PB.157416.2.p2,True,0.99477
PB.150506.1.p1,True,0.98867
PB.150506.1.p2,True,0.98758
PB.75700.1.p1,True,0.7638
PB.75700.1.p2,False,0.02431
PB.37858.1.p1,False,0.05889
PB.68217.1.p1,True,0.98324
PB.8655.1.p1,True,0.97221
PB.8655.1.p2,True,0.96087
PB.8655.1.p3,False,0.11533
PB.8655.1.p4,False,0.19451
PB.8655.1.p5,False,0.03351
PB.3814.2.p1,True,0.97471
PB.3814.2.p2,True,0.97605
PB.3814.2.p3,False,0.11533
PB.3814.2.p4,False,0.19451
PB.3814.2.p5,False,0.03351
PB.88776.2.p1,False,0.03351
PB.88776.2.p2,True,0.81994
PB.88776.2.p3,True,0.82028
PB.88776.2.p4,False,0.11533
PB.88776.2.p5,False,0.19451
PB.157417.1.p1,True,0.97854
PB.157417.1.p2,True,0.96087
PB.157417.1.p3,False,0.11533
PB.164538.1.p1,True,0.97516
PB.164538.1.p2,False,0.11533
PB.75701.1.p1,True,0.98429
PB.45394.1.p1,True,0.98166
PB.37859.1.p1,False,0.03798
PB.37859.1.p2,False,0.10691
PB.8655.3.p1,False,0.03585
PB.8655.3.p2,True,0.978
PB.3814.4.p1,False,0.12872
PB.3814.4.p2,True,0.9889
PB.3814.4.p3,False,0.03585
PB.60611.1.p1,False,0.00983
PB.96105.1.p1,True,0.99766
PB.103715.1.p1,True,0.99845
PB.68218.1.p1,True,0.99812
PB.68218.1.p2,True,0.99827
PB.45395.1.p1,True,0.99473
PB.45395.1.p2,True,0.99481
PB.8656.1.p1,True,0.98841
PB.8656.1.p2,True,0.98071
PB.8656.1.p3,False,0.11927
PB.8656.1.p4,True,0.99614
PB.8656.1.p5,True,0.99766
PB.124768.2.p1,True,0.98735
PB.124768.2.p2,True,0.99766
PB.124768.2.p3,True,0.9966
PB.124768.2.p4,True,0.98493
PB.124768.2.p5,False,0.11927
PB.143826.2.p1,True,0.99397
PB.137316.1.p1,True,0.99445
PB.88777.1.p1,True,0.9966
PB.88777.1.p2,True,0.99766
PB.88777.1.p3,True,0.99453
PB.88777.1.p4,False,0.11927
PB.143826.1.p1,True,0.99614
PB.143826.1.p2,True,0.99354
PB.124768.1.p1,True,0.99766
PB.124768.1.p2,True,0.99411
PB.124768.1.p3,False,0.11927
PB.137316.3.p1,True,0.99445
PB.88777.3.p1,True,0.99614
PB.88777.3.p2,True,0.97746
PB.88777.3.p3,True,0.99766
PB.88777.3.p4,True,0.99928
PB.88777.3.p5,False,0.11927
PB.137316.2.p1,False,0.02848
PB.137316.2.p2,True,0.99445
PB.143826.3.p1,True,0.99614
PB.143826.3.p2,True,0.9989
PB.143826.3.p3,True,0.98634
PB.88777.2.p1,True,0.99766
PB.88777.2.p2,True,0.99187
PB.88777.2.p3,True,0.98071
PB.88777.2.p4,False,0.11927
PB.88777.4.p1,True,0.99274
PB.88777.4.p2,False,0.11927
PB.88777.4.p3,True,0.99614
PB.88777.4.p4,True,0.99766
PB.30402.1.p1,True,0.99479
PB.30402.1.p2,True,0.99491
PB.8656.2.p1,True,0.98841
PB.8656.2.p2,True,0.98071
PB.8656.2.p3,False,0.11927
PB.8656.2.p4,True,0.99614
PB.8656.2.p5,True,0.99766
PB.88777.5.p1,True,0.9966
PB.88777.5.p2,True,0.99766
PB.88777.5.p3,True,0.98988
PB.88777.5.p4,True,0.98071
PB.88777.5.p5,False,0.11927
PB.150507.1.p1,True,0.99491
PB.150507.1.p2,True,0.9966
PB.143826.4.p1,True,0.99445
PB.52921.1.p1,True,0.99766
PB.52921.1.p2,True,0.78886
PB.52921.1.p3,True,0.77665
PB.52921.1.p4,False,0.11927
PB.96105.2.p1,True,0.99839
PB.96105.2.p2,True,0.9989
PB.143826.5.p1,True,0.99445
PB.45395.2.p1,True,0.99766
PB.45395.2.p2,True,0.99371
PB.45395.2.p3,True,0.98493
PB.45395.2.p4,False,0.11927
PB.137316.5.p1,True,0.99439
PB.137316.5.p2,True,0.99453
PB.137316.5.p3,False,0.11927
PB.137316.5.p4,True,0.99766
PB.23010.1.p1,True,0.9945
PB.15702.1.p1,True,0.99315
PB.15702.1.p2,True,0.99354
PB.88777.6.p1,True,0.99614
PB.88777.6.p2,True,0.99766
PB.88777.6.p3,True,0.99274
PB.88777.6.p4,False,0.11927
PB.150507.2.p1,True,0.9989
PB.150507.2.p2,True,0.99129
PB.137316.4.p1,True,0.99354
PB.137316.4.p2,True,0.99614
PB.130844.1.p1,True,0.99766
PB.130844.1.p2,True,0.99023
PB.130844.1.p3,True,0.98988
PB.130844.1.p4,True,0.98071
PB.130844.1.p5,False,0.11927
PB.8657.1.p1,True,0.78151
PB.8657.1.p2,True,0.50721
PB.124769.1.p1,True,0.94335
PB.143827.1.p1,True,0.9804
PB.88778.1.p1,True,0.94335
PB.124769.2.p1,True,0.94335
PB.88778.2.p1,True,0.94335
PB.124769.3.p1,True,0.94335
PB.60613.1.p1,True,0.67387
PB.157418.1.p1,True,0.94335
PB.3815.1.p1,False,0.01355
PB.3815.1.p2,True,0.99332
PB.130846.1.p1,True,0.9871
PB.45396.1.p1,True,0.9874
PB.45396.1.p2,True,0.98585
PB.75702.1.p1,True,0.99187
PB.75702.1.p2,True,0.99235
PB.45397.1.p1,True,0.98681
PB.45397.1.p2,True,0.98772
PB.23012.1.p1,True,0.98493
PB.23012.2.p1,True,0.98493
PB.15703.1.p1,True,0.98493
PB.164540.1.p1,True,0.98493
PB.164540.1.p2,False,0.05882
PB.143828.1.p1,True,0.98493
PB.30403.2.p1,True,0.98219
PB.30403.2.p2,True,0.98631
PB.23012.4.p1,True,0.98493
PB.37860.2.p1,True,0.96366
PB.15703.3.p1,True,0.98493
PB.37860.4.p1,True,0.97633
PB.37860.4.p2,True,0.98493
PB.111583.1.p1,True,0.85465
PB.130847.1.p1,False,0.08183
PB.130847.1.p2,True,0.99908
PB.130847.1.p3,False,0.16237
PB.157419.1.p1,True,0.99935
PB.157419.1.p2,True,0.99937
PB.124770.1.p1,False,0.00303
PB.124770.1.p2,False,0.00388
PB.124770.1.p3,True,0.98954
PB.124770.1.p4,True,0.98917
PB.124770.1.p5,False,0.21537
PB.124770.2.p1,True,0.99572
PB.124770.2.p2,True,0.99577
PB.124770.2.p3,False,0.00303
PB.124770.2.p4,False,0.00388
PB.124770.2.p5,False,0.21537
PB.124770.3.p1,True,0.93912
PB.124770.3.p2,True,0.96733
PB.124770.3.p3,False,0.21537
PB.124770.3.p4,True,0.99817
PB.124770.3.p5,False,0.00303
PB.124770.3.p6,False,0.00388
PB.88779.2.p1,False,0.00388
PB.88779.2.p2,False,0.21537
PB.88779.2.p3,False,0.03213
PB.88779.2.p4,True,0.99747
PB.88779.2.p5,False,0.00303
PB.130848.1.p1,False,0.21537
PB.130848.1.p2,False,0.00303
PB.130848.1.p3,False,0.00388
PB.96108.1.p1,False,0.00303
PB.88780.1.p1,True,0.99047
PB.88780.1.p2,True,0.98879
PB.88780.1.p3,False,0.00227
PB.164541.1.p1,False,0.22665
PB.164541.1.p2,False,0.00058
PB.60616.1.p1,False,0.21774
PB.137318.1.p1,False,0.02854
PB.137318.1.p2,False,0.02476
PB.137318.1.p3,False,0.0854
PB.23013.1.p1,False,0.00308
PB.143829.1.p1,True,0.98707
PB.143829.1.p2,True,0.98844
PB.8658.1.p1,True,0.98481
PB.8658.1.p2,True,0.98401
PB.8658.1.p3,False,0.01725
PB.52924.1.p1,False,0.27314
PB.52924.1.p2,False,0.1904
PB.52924.1.p3,True,0.87579
PB.164542.1.p1,True,0.98405
PB.164542.1.p2,True,0.98401
PB.15704.1.p1,True,0.98455
PB.15704.1.p2,True,0.98651
PB.45398.1.p1,False,0.04496
PB.37861.1.p1,True,0.9845
PB.37861.1.p2,True,0.9899
PB.52925.1.p1,True,0.99093
PB.52925.1.p2,True,0.99213
PB.68220.1.p1,True,0.99464
PB.68220.1.p2,True,0.99721
PB.75703.1.p1,False,0.00038
PB.75703.1.p2,True,0.99644
PB.75703.1.p3,True,0.99721
PB.68221.1.p1,False,0.01725
PB.130850.1.p1,True,0.99809
PB.88781.1.p1,False,0.48835
PB.88781.1.p2,True,0.95784
PB.88781.1.p3,False,0.17439
PB.83138.1.p1,False,0.45384
PB.137321.1.p1,False,0.02493
PB.137321.1.p2,False,0.02496
PB.137321.1.p3,False,0.06003
PB.137321.1.p4,False,0.10361
PB.137321.1.p5,False,0.19262
PB.130852.1.p1,False,0.02573
PB.130852.1.p2,False,0.06003
PB.130852.1.p3,True,0.86164
PB.130852.2.p1,False,0.19262
PB.130852.2.p2,False,0.00316
PB.130852.2.p3,False,0.02493
PB.3818.1.p1,False,0.02493
PB.3818.1.p2,False,0.06456
PB.3818.1.p3,False,0.04923
PB.3818.1.p4,True,0.75234
PB.3818.1.p5,False,0.02446
PB.3818.1.p6,False,0.06003
PB.3818.1.p7,False,0.02224
PB.3818.1.p8,False,0.35441
PB.3818.1.p9,False,0.19262
PB.96109.1.p1,True,0.99329
PB.88782.1.p1,False,0.11372
PB.88782.1.p2,False,0.04386
PB.88782.1.p3,True,0.99946
PB.103718.1.p1,False,0.03485
PB.103718.1.p2,True,0.99852
PB.45401.1.p1,False,0.07268
PB.45401.1.p2,True,0.98581
PB.23015.1.p1,False,0.0647
PB.23015.1.p2,False,0.03157
PB.23016.1.p1,False,0.01762
PB.23016.1.p2,True,0.95634
PB.23016.1.p3,True,0.96564
PB.23016.1.p4,False,0.00636
PB.23016.1.p5,False,0.00365
PB.60617.1.p1,True,0.99971
PB.52928.1.p1,True,0.99726
PB.52928.2.p1,True,0.99845
PB.68223.1.p1,True,0.99866
PB.68223.1.p2,True,0.99876
PB.118906.1.p1,False,0.09069
PB.137322.2.p1,False,0.01378
PB.137322.2.p2,False,0.0361
PB.137322.2.p3,False,0.38132
PB.137322.2.p4,False,0.16883
PB.124772.1.p1,False,0.01258
PB.124772.1.p2,False,0.0361
PB.124772.1.p3,True,0.97057
PB.124772.1.p4,False,0.38132
PB.124772.1.p5,False,0.16883
PB.137322.1.p1,False,0.0361
PB.137322.1.p2,False,0.0149
PB.137322.1.p3,False,0.16883
PB.137322.1.p4,True,0.95562
PB.83139.2.p1,True,0.9905
PB.83139.2.p2,False,0.02063
PB.83139.1.p1,False,0.02605
PB.83139.1.p2,True,0.99727
PB.88783.1.p1,False,0.16883
PB.88783.1.p2,True,0.89364
PB.88783.1.p3,False,0.0361
PB.137322.3.p1,True,0.99726
PB.137322.3.p2,False,0.16883
PB.137322.3.p3,False,0.0361
PB.83139.3.p1,True,0.98978
PB.137322.4.p1,False,0.01273
PB.137322.4.p2,False,0.0361
PB.137322.4.p3,True,0.99087
PB.137322.4.p4,False,0.16883
PB.130853.1.p1,False,0.01435
PB.130853.1.p2,False,0.2569
PB.130853.1.p3,False,0.0361
PB.130853.1.p4,True,0.99726
PB.130853.1.p5,False,0.16883
PB.103719.1.p1,False,0.01531
PB.75704.1.p1,False,0.43409
PB.75704.1.p2,False,0.00782
PB.96110.1.p1,True,0.97974
PB.96110.1.p2,True,0.97534
PB.88784.1.p1,False,0.29898
PB.88784.1.p2,True,0.9941
PB.88784.1.p3,False,0.14478
PB.15706.1.p1,True,0.98551
PB.15706.1.p2,True,0.98796
PB.15706.1.p3,False,0.00491
PB.3819.1.p1,False,0.00145
PB.3819.1.p2,False,0.42492
PB.3819.1.p3,False,0.0975
PB.3819.1.p4,True,0.73826
PB.3819.1.p5,True,0.62897
PB.3819.1.p6,False,0.11396
PB.111584.1.p1,True,0.98092
PB.111584.2.p1,False,0.00355
PB.60618.1.p1,True,0.82955
PB.60618.1.p2,True,0.79919
PB.60618.1.p3,False,0.14288
PB.60618.1.p4,False,0.00241
PB.150510.1.p1,True,0.7675
PB.150510.1.p2,True,0.80487
PB.150510.1.p3,True,0.90365
PB.150510.1.p4,False,0.00145
PB.137323.2.p1,False,0.32817
PB.137323.2.p2,True,0.90365
PB.111585.1.p1,True,0.90379
PB.111585.1.p2,True,0.81971
PB.3820.1.p1,False,8e-05
PB.3820.1.p2,False,0.00903
PB.3820.1.p3,False,0.00075
PB.3820.1.p4,False,0.04841
PB.3820.1.p5,True,0.9919
PB.150511.1.p1,True,0.99559
PB.3820.2.p1,False,8e-05
PB.3820.2.p2,False,0.00903
PB.3820.2.p3,False,0.00075
PB.3820.2.p4,False,0.04841
PB.3820.2.p5,True,0.99109
PB.88785.1.p1,False,8e-05
PB.88785.1.p2,True,0.99371
PB.88785.2.p1,False,0.03534
PB.52929.1.p1,True,0.99767
PB.137324.1.p1,True,0.99559
PB.68224.1.p1,True,0.99546
PB.3820.3.p1,False,0.04841
PB.3820.3.p2,True,0.9919
PB.3820.3.p3,False,8e-05
PB.3820.3.p4,False,0.00903
PB.3820.3.p5,False,0.00075
PB.143830.1.p1,True,0.99569
PB.3820.4.p1,False,8e-05
PB.3820.4.p2,False,0.00903
PB.3820.4.p3,False,0.00075
PB.3820.4.p4,False,0.04841
PB.3820.4.p5,True,0.99096
PB.8661.1.p1,False,8e-05
PB.8661.1.p2,True,0.99371
PB.3820.5.p1,False,8e-05
PB.3820.5.p2,True,0.99614
PB.3820.5.p3,True,0.99228
PB.157420.1.p1,False,0.00386
PB.8661.2.p1,True,0.99044
PB.8661.2.p2,True,0.98909
PB.8661.2.p3,False,0.00903
PB.8661.2.p4,False,0.00075
PB.8661.2.p5,False,0.04841
PB.124773.1.p1,False,0.00903
PB.124773.1.p2,False,0.00075
PB.124773.1.p3,False,0.04841
PB.124773.1.p4,True,0.98881
PB.124773.1.p5,True,0.98932
PB.130854.1.p1,False,0.00903
PB.130854.1.p2,False,0.00075
PB.130854.1.p3,False,0.06095
PB.130854.1.p4,False,0.04841
PB.130854.1.p5,True,0.98722
PB.130854.1.p6,True,0.98622
PB.137325.1.p1,True,0.98821
PB.137325.1.p2,True,0.98776
PB.137325.1.p3,False,0.00903
PB.137325.1.p4,False,0.00075
PB.137325.1.p5,False,0.04841
PB.143831.1.p1,True,0.9805
PB.143831.1.p2,True,0.99312
PB.143831.1.p3,False,0.009
PB.143831.1.p4,False,0.00903
PB.143831.1.p5,False,0.00075
PB.143831.1.p6,False,0.04841
PB.157421.1.p1,False,0.04841
PB.157421.1.p2,True,0.99048
PB.157421.1.p3,True,0.99312
PB.157421.1.p4,False,0.00075
PB.15708.1.p1,True,0.99312
PB.15708.1.p2,True,0.99396
PB.15708.1.p3,False,0.00075
PB.15708.1.p4,False,0.04841
PB.157421.2.p1,False,0.04841
PB.157421.2.p2,True,0.9863
PB.157421.2.p3,True,0.99331
PB.157421.2.p4,False,0.11744
PB.157421.2.p5,False,0.00075
PB.164543.1.p1,False,0.04841
PB.164543.1.p2,True,0.98968
PB.164543.1.p3,True,0.99194
PB.164543.1.p4,False,0.00075
PB.157421.3.p1,False,0.04841
PB.157421.3.p2,True,0.98972
PB.157421.3.p3,True,0.99352
PB.157421.3.p4,False,0.00075
PB.157421.4.p1,False,0.00075
PB.157421.4.p2,False,0.04841
PB.157421.4.p3,True,0.99265
PB.23017.1.p1,True,0.99286
PB.23017.1.p2,True,0.99235
PB.23017.1.p3,False,0.00075
PB.23017.1.p4,False,0.04841
PB.23017.2.p1,True,0.99341
PB.23017.2.p2,True,0.99339
PB.23017.2.p3,False,0.00075
PB.23017.2.p4,False,0.04841
PB.37862.1.p1,True,0.99365
PB.37862.1.p2,True,0.99379
PB.37862.1.p3,False,0.04841
PB.83140.1.p1,False,0.04841
PB.83140.1.p2,True,0.99577
PB.96111.1.p1,True,0.99935
PB.96111.1.p2,True,0.99714
PB.96111.1.p3,False,0.04841
PB.130855.1.p1,True,0.9084
PB.130855.1.p2,True,0.91292
PB.130855.1.p3,False,0.17714
PB.130855.1.p4,False,0.00162
PB.130855.1.p5,False,0.05083
PB.130855.1.p6,False,0.00222
PB.157422.1.p1,False,0.00636
PB.157422.1.p2,True,0.92084
PB.157422.1.p3,True,0.91959
PB.157422.1.p4,False,0.24267
PB.157422.1.p5,False,0.00162
PB.157422.1.p6,False,0.05083
PB.60620.1.p1,True,0.87343
PB.60620.1.p2,True,0.87643
PB.60620.1.p3,False,0.15743
PB.60620.1.p4,False,0.05083
PB.23018.1.p1,True,0.96317
PB.23018.1.p2,True,0.96063
PB.23018.1.p3,False,0.00017
PB.23018.1.p4,False,0.00041
PB.23018.1.p5,False,0.01281
PB.23018.1.p6,False,0.01404
PB.157423.1.p1,False,0.01404
PB.157423.1.p2,True,0.97336
PB.157423.1.p3,False,0.00017
PB.157423.1.p4,False,0.00041
PB.15709.1.p1,True,0.97527
PB.15709.1.p2,False,0.00041
PB.15709.1.p3,False,0.01147
PB.3821.1.p1,True,0.99915
PB.3821.1.p2,False,0.26427
PB.8662.1.p1,True,0.99351
PB.8662.1.p2,True,0.99914
PB.8662.1.p3,False,0.26427
PB.45403.1.p1,False,0.01979
PB.3821.2.p1,True,0.9989
PB.3821.2.p2,True,0.99915
PB.3821.2.p3,False,0.26427
PB.3821.3.p1,True,0.99833
PB.3821.3.p2,True,0.99877
PB.3821.3.p3,False,0.26427
PB.8662.2.p1,True,0.95234
PB.8662.2.p2,True,0.99351
PB.8662.2.p3,True,0.99914
PB.8662.2.p4,False,0.26427
PB.8662.3.p1,True,0.92963
PB.8662.3.p2,True,0.99432
PB.8662.3.p3,True,0.99914
PB.8662.3.p4,False,0.26427
PB.3821.4.p1,True,0.99927
PB.3821.4.p2,False,0.26427
PB.3821.5.p1,True,0.99897
PB.3821.5.p2,True,0.99918
PB.3821.5.p3,True,0.91264
PB.3821.5.p4,True,0.97819
PB.3821.6.p1,True,0.99897
PB.3821.6.p2,True,0.99918
PB.3821.7.p1,False,0.00372
PB.3821.7.p2,False,0.06253
PB.3821.7.p3,True,0.99915
PB.3821.7.p4,False,0.26427
PB.8662.4.p1,True,0.99948
PB.8662.4.p2,True,0.99947
PB.8662.4.p3,False,0.26427
PB.88786.1.p1,True,0.99893
PB.88786.1.p2,True,0.99856
PB.88786.1.p3,False,0.26427
PB.124774.1.p1,True,0.99728
PB.124774.1.p2,True,0.99686
PB.124774.1.p3,False,0.26427
PB.130856.1.p1,True,0.99795
PB.130856.1.p2,True,0.99861
PB.130856.1.p3,False,0.26427
PB.137326.1.p1,True,0.99818
PB.137326.1.p2,True,0.99774
PB.137326.1.p3,False,0.26427
PB.143832.1.p1,True,0.99521
PB.143832.1.p2,False,0.26427
PB.164545.1.p1,False,0.00011
PB.164545.1.p2,True,0.91264
PB.164545.1.p3,False,0.12163
PB.164545.1.p4,True,0.98151
PB.164545.1.p5,False,0.0008
PB.45405.1.p1,True,0.91264
PB.45405.1.p2,True,0.98544
PB.45405.1.p3,True,0.97819
PB.37863.1.p1,True,0.97819
PB.37863.1.p2,True,0.91264
PB.157425.1.p1,False,0.00011
PB.157425.1.p2,True,0.91264
PB.157425.1.p3,True,0.98151
PB.157425.1.p4,False,0.0008
PB.157425.2.p1,True,0.98151
PB.157425.2.p2,False,0.0008
PB.157425.2.p3,False,0.00011
PB.157425.2.p4,True,0.91264
PB.157425.3.p1,False,0.00011
PB.157425.3.p2,True,0.91264
PB.157425.3.p3,False,0.08635
PB.157425.3.p4,True,0.98151
PB.157425.3.p5,False,0.0008
PB.157425.4.p1,True,0.98151
PB.157425.4.p2,False,0.0008
PB.157425.4.p3,False,0.00011
PB.157425.4.p4,True,0.91264
PB.37863.2.p1,True,0.91264
PB.37863.2.p2,True,0.98466
PB.37863.2.p3,True,0.97819
PB.96112.1.p1,True,0.91264
PB.8663.1.p1,True,0.87109
PB.8663.1.p2,True,0.75803
PB.8663.1.p3,False,0.00443
PB.8663.1.p4,False,0.13752
PB.8663.1.p5,True,0.58802
PB.124775.2.p1,False,0.13752
PB.124775.2.p2,True,0.80079
PB.124775.2.p3,True,0.70496
PB.124775.2.p4,False,0.00443
PB.130857.2.p1,False,0.00443
PB.130857.2.p2,False,0.16119
PB.130857.2.p3,True,0.87792
PB.130857.2.p4,True,0.83741
PB.124775.1.p1,False,0.42577
PB.124775.1.p2,False,0.00443
PB.130857.1.p1,True,0.62098
PB.130857.1.p2,False,0.0067
PB.130857.1.p3,False,0.00443
PB.130857.4.p1,False,0.00456
PB.130857.4.p2,False,0.15896
PB.137327.2.p1,True,0.64675
PB.137327.2.p2,True,0.62098
PB.137327.2.p3,False,0.00443
PB.130857.6.p1,True,0.7997
PB.130857.6.p2,True,0.70496
PB.130857.6.p3,False,0.00306
PB.130857.6.p4,False,0.14105
PB.137327.1.p1,True,0.86932
PB.137327.1.p2,True,0.81563
PB.137327.1.p3,False,0.0273
PB.137327.1.p4,False,0.00427
PB.130857.7.p1,False,0.04258
PB.130857.7.p2,False,0.00443
PB.130857.7.p3,True,0.78947
PB.130857.7.p4,True,0.73525
PB.130857.8.p1,True,0.87627
PB.130857.8.p2,True,0.76431
PB.130857.8.p3,False,0.13752
PB.130857.8.p4,False,0.00456
PB.130857.5.p1,False,0.00443
PB.130857.5.p2,False,0.4595
PB.130857.9.p1,True,0.80691
PB.130857.9.p2,True,0.70496
PB.130857.9.p3,False,0.00443
PB.130857.9.p4,False,0.14151
PB.143833.2.p1,False,0.0485
PB.143833.2.p2,True,0.89434
PB.143833.2.p3,False,0.00443
PB.164546.1.p1,True,0.99489
PB.103720.1.p1,True,0.99489
PB.103720.2.p1,True,0.99489
PB.37865.1.p1,True,0.99489
PB.45406.1.p1,True,0.99489
PB.60623.1.p1,True,0.99489
PB.124776.2.p1,True,0.99489
PB.130858.2.p1,True,0.87459
PB.157427.1.p1,False,0.00011
PB.157427.1.p2,True,0.99901
PB.164547.1.p1,True,0.9982
PB.164547.1.p2,False,0.00011
PB.164547.1.p3,False,0.00028
PB.15712.1.p1,True,0.9982
PB.15712.1.p2,False,0.00011
PB.15712.1.p3,False,0.00028
PB.23021.1.p1,False,0.00011
PB.23021.1.p2,False,0.00028
PB.23021.1.p3,True,0.9982
PB.23021.2.p1,True,0.9982
PB.23021.2.p2,False,0.00011
PB.23021.2.p3,False,0.00028
PB.164547.2.p1,True,0.9982
PB.164547.2.p2,False,0.00011
PB.164547.2.p3,False,0.00028
PB.164547.5.p1,True,0.9982
PB.164547.5.p2,False,0.00011
PB.164547.5.p3,False,0.00028
PB.15712.2.p1,False,0.00011
PB.15712.2.p2,False,0.00028
PB.15712.2.p3,True,0.9982
PB.157427.3.p1,True,0.9982
PB.157427.3.p2,False,0.00011
PB.157427.3.p3,False,0.00028
PB.164547.4.p1,False,0.00011
PB.164547.4.p2,False,0.00028
PB.164547.4.p3,True,0.9982
PB.143834.1.p1,False,0.03478
PB.143834.1.p2,True,0.9982
PB.143834.1.p3,False,0.00011
PB.143834.1.p4,False,0.00028
PB.164547.3.p1,True,0.9982
