isoform	chrom	strand	junction_number	genomic_start_coord	genomic_end_coord	transcript_coord	junction_category	start_site_category	end_site_category	diff_to_Ref_start_site	diff_to_Ref_end_site	bite_junction	splice_site	canonical	RTS_junction	indel_near_junct	phyloP_start	phyloP_end	sample_with_cov	total_coverage	chr13_SR_support.star.SJ.out
PB.3059.14	13	-	junction_29	24499377	24500315	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	560	560
PB.3059.14	13	-	junction_30	24500383	24501632	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	476	476
PB.3059.14	13	-	junction_31	24501835	24503644	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	528	528
PB.3059.14	13	-	junction_32	24503778	24512705	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	780	780
PB.3059.13	13	-	junction_1	24421315	24426465	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	696	696
PB.3059.13	13	-	junction_2	24426599	24431376	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	547	547
PB.3059.13	13	-	junction_3	24431477	24434394	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	513	513
PB.3059.13	13	-	junction_4	24435475	24441845	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	520	520
PB.3059.13	13	-	junction_5	24441969	24442589	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	551	551
PB.3059.13	13	-	junction_6	24442686	24443649	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	668	668
PB.3059.13	13	-	junction_7	24443731	24446680	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	582	582
PB.3059.13	13	-	junction_8	24446762	24447015	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	384	384
PB.3059.13	13	-	junction_9	24447187	24449717	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	947	947
PB.3059.13	13	-	junction_10	24449818	24452405	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	688	688
PB.3059.13	13	-	junction_11	24452594	24453586	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	642	642
PB.3059.13	13	-	junction_12	24453655	24455016	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	566	566
PB.3059.13	13	-	junction_13	24455213	24456340	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	417	417
PB.3059.13	13	-	junction_14	24456479	24459043	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	494	494
PB.3059.13	13	-	junction_15	24459123	24459263	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	392	392
PB.3059.13	13	-	junction_16	24459311	24459971	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	420	420
PB.3059.13	13	-	junction_17	24460137	24469023	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	550	550
PB.3059.13	13	-	junction_18	24469111	24469893	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	435	435
PB.3059.13	13	-	junction_19	24470026	24475471	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	474	474
PB.3059.13	13	-	junction_20	24475597	24477700	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	561	561
PB.3059.13	13	-	junction_21	24477858	24478092	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	429	429
PB.3059.13	13	-	junction_22	24478279	24482146	?????	novel	novel	novel	2	2506	FALSE	GTGT	non_canonical	FALSE	FALSE	NA	NA	0	0	0
PB.3059.13	13	-	junction_23	24482289	24484652	?????	novel	novel	known	-2460	0	TRUE	GTAG	canonical	FALSE	FALSE	NA	NA	1	22	22
PB.3059.13	13	-	junction_24	24484749	24486167	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	640	640
PB.3059.13	13	-	junction_25	24486306	24490667	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	735	735
PB.3059.13	13	-	junction_26	24490829	24492420	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	676	676
PB.3059.13	13	-	junction_27	24492595	24493595	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	644	644
PB.3059.13	13	-	junction_28	24493734	24494572	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	479	479
PB.3059.13	13	-	junction_29	24494723	24498115	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	638	638
PB.3059.13	13	-	junction_30	24498230	24499300	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	458	458
PB.3059.13	13	-	junction_31	24499377	24500315	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	560	560
PB.3059.13	13	-	junction_32	24500383	24501632	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	476	476
PB.3059.13	13	-	junction_33	24501835	24503644	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	528	528
PB.3059.13	13	-	junction_34	24503778	24512705	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	780	780
PB.3059.18	13	-	junction_1	24421315	24426465	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	696	696
PB.3059.18	13	-	junction_2	24426599	24431376	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	547	547
PB.3059.18	13	-	junction_3	24431477	24434394	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	513	513
PB.3059.18	13	-	junction_4	24435475	24441845	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	520	520
PB.3059.18	13	-	junction_5	24441969	24442589	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	551	551
PB.3059.18	13	-	junction_6	24442686	24443649	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	668	668
PB.3059.18	13	-	junction_7	24443731	24446680	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	582	582
PB.3059.18	13	-	junction_8	24446762	24447015	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	384	384
PB.3059.18	13	-	junction_9	24447187	24449717	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	947	947
PB.3059.18	13	-	junction_10	24449818	24452405	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	688	688
PB.3059.18	13	-	junction_11	24452594	24453586	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	642	642
PB.3059.18	13	-	junction_12	24453655	24455016	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	566	566
PB.3059.18	13	-	junction_13	24455213	24456340	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	417	417
PB.3059.18	13	-	junction_14	24456479	24459043	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	494	494
PB.3059.18	13	-	junction_15	24459123	24459263	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	392	392
PB.3059.18	13	-	junction_16	24459311	24459971	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	420	420
PB.3059.18	13	-	junction_17	24460137	24469893	?????	novel	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	7	7
PB.3059.18	13	-	junction_18	24470026	24475471	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	474	474
PB.3059.18	13	-	junction_19	24475597	24477700	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	561	561
PB.3059.18	13	-	junction_20	24477858	24478092	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	429	429
PB.3059.18	13	-	junction_21	24478277	24484652	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	687	687
PB.3059.18	13	-	junction_22	24484749	24486167	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	640	640
PB.3059.18	13	-	junction_23	24486306	24490667	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	735	735
PB.3059.18	13	-	junction_24	24490829	24492420	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	676	676
PB.3059.18	13	-	junction_25	24492595	24493595	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	644	644
PB.3059.18	13	-	junction_26	24493734	24494572	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	479	479
PB.3059.18	13	-	junction_27	24494723	24498115	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	638	638
PB.3059.18	13	-	junction_28	24498230	24499300	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	458	458
PB.3059.18	13	-	junction_29	24499377	24500315	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	560	560
PB.3059.18	13	-	junction_30	24500383	24501632	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	476	476
PB.3059.18	13	-	junction_31	24501835	24503644	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	528	528
PB.3059.18	13	-	junction_32	24503778	24512705	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	780	780
PB.3059.15	13	-	junction_1	24421315	24426465	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	696	696
PB.3059.15	13	-	junction_2	24426599	24431376	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	547	547
PB.3059.15	13	-	junction_3	24431477	24434394	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	513	513
PB.3059.15	13	-	junction_4	24435475	24441845	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	520	520
PB.3059.15	13	-	junction_5	24441969	24442589	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	551	551
PB.3059.15	13	-	junction_6	24442686	24443649	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	668	668
PB.3059.15	13	-	junction_7	24443731	24446680	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	582	582
PB.3059.15	13	-	junction_8	24446762	24447015	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	384	384
PB.3059.15	13	-	junction_9	24447187	24449717	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	947	947
PB.3059.15	13	-	junction_10	24449818	24452405	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	688	688
PB.3059.15	13	-	junction_11	24452594	24453586	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	642	642
PB.3059.15	13	-	junction_12	24453655	24455016	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	566	566
PB.3059.15	13	-	junction_13	24455213	24459043	?????	novel	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	19	19
PB.3059.15	13	-	junction_14	24459123	24459263	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	392	392
PB.3059.15	13	-	junction_15	24459311	24459971	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	420	420
PB.3059.15	13	-	junction_16	24460137	24469023	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	550	550
PB.3059.15	13	-	junction_17	24469111	24469893	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	435	435
PB.3059.15	13	-	junction_18	24470026	24475471	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	474	474
PB.3059.15	13	-	junction_19	24475597	24477700	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	561	561
PB.3059.15	13	-	junction_20	24477858	24478092	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	429	429
PB.3059.15	13	-	junction_21	24478277	24484652	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	687	687
PB.3059.15	13	-	junction_22	24484749	24486167	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	640	640
PB.3059.15	13	-	junction_23	24486306	24490667	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	735	735
PB.3059.15	13	-	junction_24	24490829	24492420	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	676	676
PB.3059.15	13	-	junction_25	24492595	24493595	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	644	644
PB.3059.15	13	-	junction_26	24493734	24494572	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	479	479
PB.3059.15	13	-	junction_27	24494723	24498115	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	638	638
PB.3059.15	13	-	junction_28	24498230	24499300	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	458	458
PB.3059.15	13	-	junction_29	24499377	24500315	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	560	560
PB.3059.15	13	-	junction_30	24500383	24501632	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	476	476
PB.3059.15	13	-	junction_31	24501835	24503644	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	528	528
PB.3059.15	13	-	junction_32	24503778	24512705	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	780	780
PB.3059.16	13	-	junction_1	24421315	24426465	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	696	696
PB.3059.16	13	-	junction_2	24426599	24431376	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	547	547
PB.3059.16	13	-	junction_3	24431477	24434394	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	513	513
PB.3059.16	13	-	junction_4	24435475	24441845	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	520	520
PB.3059.16	13	-	junction_5	24441969	24442589	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	551	551
PB.3059.16	13	-	junction_6	24442686	24443649	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	668	668
PB.3059.16	13	-	junction_7	24443731	24446680	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	582	582
PB.3059.16	13	-	junction_8	24446762	24447015	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	384	384
PB.3059.16	13	-	junction_9	24447187	24449717	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	947	947
PB.3059.16	13	-	junction_10	24449818	24452405	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	688	688
PB.3059.16	13	-	junction_11	24452594	24453586	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	642	642
PB.3059.16	13	-	junction_12	24453655	24455016	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	566	566
PB.3059.16	13	-	junction_13	24455213	24456340	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	417	417
PB.3059.16	13	-	junction_14	24456479	24459043	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	494	494
PB.3059.16	13	-	junction_15	24459123	24459263	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	392	392
PB.3059.16	13	-	junction_16	24459311	24459971	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	420	420
PB.3059.16	13	-	junction_17	24460137	24469023	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	550	550
PB.3059.16	13	-	junction_18	24469111	24469893	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	435	435
PB.3059.16	13	-	junction_19	24470026	24475471	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	474	474
PB.3059.16	13	-	junction_20	24475597	24477700	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	561	561
PB.3059.16	13	-	junction_21	24477858	24478092	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	429	429
PB.3059.16	13	-	junction_22	24478277	24484652	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	687	687
PB.3059.16	13	-	junction_23	24484749	24486167	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	640	640
PB.3059.16	13	-	junction_24	24486306	24490667	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	735	735
PB.3059.16	13	-	junction_25	24490829	24492420	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	676	676
PB.3059.16	13	-	junction_26	24492595	24493595	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	644	644
PB.3059.16	13	-	junction_27	24493734	24494572	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	479	479
PB.3059.16	13	-	junction_28	24494723	24498115	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	638	638
PB.3059.16	13	-	junction_29	24498230	24499300	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	458	458
PB.3059.16	13	-	junction_30	24499377	24500315	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	560	560
PB.3059.16	13	-	junction_31	24500383	24501632	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	476	476
PB.3059.16	13	-	junction_32	24501835	24512705	?????	novel	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	23	23
PB.3059.10	13	-	junction_1	24421315	24426465	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	696	696
PB.3059.10	13	-	junction_2	24426599	24431376	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	547	547
PB.3059.10	13	-	junction_3	24431477	24434394	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	513	513
PB.3059.10	13	-	junction_4	24435475	24441845	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	520	520
PB.3059.10	13	-	junction_5	24441969	24442589	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	551	551
PB.3059.10	13	-	junction_6	24442686	24443649	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	668	668
PB.3059.10	13	-	junction_7	24443731	24446680	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	582	582
PB.3059.10	13	-	junction_8	24446762	24447015	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	384	384
PB.3059.10	13	-	junction_9	24447187	24449717	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	947	947
PB.3059.10	13	-	junction_10	24449818	24452405	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	688	688
PB.3059.10	13	-	junction_11	24452594	24453586	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	642	642
PB.3059.10	13	-	junction_12	24453655	24455016	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	566	566
PB.3059.10	13	-	junction_13	24455213	24456340	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	417	417
PB.3059.10	13	-	junction_14	24456479	24459043	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	494	494
PB.3059.10	13	-	junction_15	24459123	24459263	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	392	392
PB.3059.10	13	-	junction_16	24459311	24459971	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	420	420
PB.3059.10	13	-	junction_17	24460137	24512746	?????	novel	known	novel	0	-41	TRUE	GAAG	non_canonical	FALSE	FALSE	NA	NA	0	0	0
PB.3059.12	13	-	junction_1	24421315	24426465	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	696	696
PB.3059.12	13	-	junction_2	24426599	24431376	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	547	547
PB.3059.12	13	-	junction_3	24431477	24434394	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	513	513
PB.3059.12	13	-	junction_4	24435475	24441845	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	520	520
PB.3059.12	13	-	junction_5	24441969	24442589	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	551	551
PB.3059.12	13	-	junction_6	24442686	24443649	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	668	668
PB.3059.12	13	-	junction_7	24443731	24446680	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	582	582
PB.3059.12	13	-	junction_8	24446762	24447015	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	384	384
PB.3059.12	13	-	junction_9	24447187	24449717	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	947	947
PB.3059.12	13	-	junction_10	24449818	24452405	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	688	688
PB.3059.12	13	-	junction_11	24452594	24453586	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	642	642
PB.3059.12	13	-	junction_12	24453655	24455016	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	566	566
PB.3059.12	13	-	junction_13	24455213	24456340	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	417	417
PB.3059.12	13	-	junction_14	24456479	24459043	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	494	494
PB.3059.12	13	-	junction_15	24459123	24459263	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	392	392
PB.3059.12	13	-	junction_16	24459311	24459971	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	420	420
PB.3059.12	13	-	junction_17	24460137	24469023	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	550	550
PB.3059.12	13	-	junction_18	24469111	24469893	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	435	435
PB.3059.12	13	-	junction_19	24470026	24475471	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	474	474
PB.3059.12	13	-	junction_20	24475597	24477700	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	561	561
PB.3059.12	13	-	junction_21	24477858	24478092	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	429	429
PB.3059.12	13	-	junction_22	24478277	24484652	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	687	687
PB.3059.12	13	-	junction_23	24484749	24486167	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	640	640
PB.3059.12	13	-	junction_24	24486306	24490667	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	735	735
PB.3059.12	13	-	junction_25	24490829	24492420	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	676	676
PB.3059.12	13	-	junction_26	24492595	24493595	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	644	644
PB.3059.12	13	-	junction_27	24493734	24494572	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	479	479
PB.3059.12	13	-	junction_28	24494723	24498115	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	638	638
PB.3059.12	13	-	junction_29	24498230	24499300	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	458	458
PB.3059.12	13	-	junction_30	24499377	24500315	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	560	560
PB.3059.12	13	-	junction_31	24500383	24501632	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	476	476
PB.3059.12	13	-	junction_32	24501835	24503644	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	528	528
PB.3059.12	13	-	junction_33	24503778	24512705	?????	known	known	known	0	0	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	1	780	780
PB.3060.1	13	+	junction_1	24747935	24751171	?????	novel	novel	novel	3173	-5905	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	0	0	0
PB.3060.1	13	+	junction_2	24751215	24751562	?????	novel	novel	novel	6453	-6296	FALSE	GTAG	canonical	FALSE	FALSE	NA	NA	0	0	0
